band	focal	pos	frequencies	ld	true_region_size	matched_region_size	matched_start	matched_end	region_gen_size	matched_gen_size	selection_snp_count	selection_snp_count_50kb	selection_snp_count_100kb	selection_snp_count_200kb	num_gene_overlaps	meiotic_genes	meiotic_genes_all	gene_overlap_strong	gwas	eqtl
6q14.1	0	146480773	0.1 0.46 0.08 0.12 0.2	0.0 0.0 0.02 0.2 0.4	231753	231753	146364896	146596649	0.04	0.03	0	0	0	0	1	0	0	0	0	0
6q21	1	109913308	0.41 0.17 0.46 0.38 0.41	0.0 0.0 0.01 0.1 0.87	200220	200219	109812089	110012308	0.02	0.02	0	0	0	0	1	1	1	1	"Ankle spacing width(rs10691068:0.84:-0.08);Appendicular lean mass(rs10691068:0.84:-0.02);Arm fat-free mass (left)(rs12529733:0.79:-0.01);Arm predicted mass (left)(rs12529733:0.79:-0.01);Arm predicted mass (right)(rs10691068:0.84:-0.01);Basal metabolic rate(rs10691068:0.84:-19.48);Comparative height size at age 10(rs9386799:0.7:-0.01);Forced expiratory volume in 1-second (fev1)(rs10691068:0.84:-0.01);Forced expiratory volume in 1-second (fev1), best measure(rs10691068:0.84:-0.01);Forced vital capacity (fvc)(rs10691068:0.84:-0.02);Forced vital capacity (fvc), best measure(rs10691068:0.84:-0.02);Granulocyte percentage of myeloid white cells(rs2275652:0.63:0.03);Height(rs1074765:0.84:NA);Monocyte percentage of white cells(rs12528822:0.74:-0.02);Mosaic loss of chromosome Y (Y chromosome dosage)(rs11251:0.69:0.03;rs11251:0.88:-0.01);Neutrophil percentage of white cells(rs13203252:0.63:0.02);Reticulocyte count(rs11153171:0.66:0.02);Reticulocyte fraction of red cells(rs11153171:0.66:0.02);Standing height(rs10691068:0.84:-0.18);Trunk fat-free mass(rs10691068:0.84:-0.08);Trunk predicted mass(rs10691068:0.84:-0.08);Whole body fat-free mass(rs10691068:0.84:-0.16);Whole body water mass(rs10691068:0.84:-0.12)"	AK9(eqtl:0.9:rs1998811;sqtl:0.4:rs1998811);CD164(eqtl:0.9:rs1998811;sqtl:0.8:rs1998811);FIG4(eqtl:1:rs1998811;sqtl:0.1:rs1998811);MICAL1(eqtl:0.9:rs1998811;sqtl:0.9:rs1998811);PPIL6(sqtl:0.2:rs1998811;eqtl:0.2:rs10457192);SMPD2(eqtl:1:rs1998811;sqtl:1:rs1998811);ZBTB24(eqtl:0.9:rs1998811)
6q21	0	33315152	0.43 0.04 0.5 0.34 0.41	0.01 0.02 0.02 0.28 1.06	200220	200220	33215042	33415262	0.02	0.03	17	39	109	500	19	11	0	0	"Coeliac disease(rs583129:1:-0.29);Eosinophil counts(rs583129:1:0.02;rs583129:1:0.02);Eosinophil percentage of white cells(rs583129:1:0.01);Low density lipoprotein cholesterol levels(rs583129:1:0.01);Mean platelet volume(rs583129:1:-0.01);Mean sphered cell volume(rs4484519:0.67:0.07);Mean spheric corpuscular volume(rs4484519:0.67:0.02;rs583129:1:-0.01);None of the above | blood clot, dvt, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor(rs583129:1:0.03);Other diseases of the digestive system(rs583129:1:-0.1);Platelet count(rs583129:1:0.05;rs583129:1:2.59;rs583129:1:0.05;rs583129:1:0.05);Platelet crit(rs583129:1:0);Platelet distribution width(rs583129:1:-0.01;rs583129:1:-0.01);Plateletcrit(rs583129:1:0.05;rs583129:1:0.05);Type 1 diabetes(rs2480487:0.7:NA;rs2772387:0.69:NA;rs583129:1:0.1;rs583129:1:0.18)"	BAK1(eqtl:0.9:rs583129);CUTA(eqtl:0.6:rs583129);DAXX(eqtl:0.9:rs583129;sqtl:0.2:rs583129);HLA-DMA(eqtl:0.2:rs583129);HLA-DOA(eqtl:0.7:rs583129);HLA-DPA1(eqtl:0.3:rs583129);HLA-DPB1(eqtl:0.3:rs583129);HLA-DRB5(eqtl:0.4:rs583129);HSD17B8(eqtl:0.6:rs583129);TAPBP(eqtl:0.7:rs583129;sqtl:0.2:rs583129;pqtl:0.8:rs583129);UQCC2(eqtl:0.4:rs583129);WDR46(eqtl:0.7:rs583129);ZBTB22(eqtl:0.8:rs583129);ZBTB9(eqtl:0.7:rs583129)
6q21	0	66876588	0.44 0.49 0.33 0.34 0.32	0.0 0.02 0.02 0.41 0.79	200220	200220	66776478	66976698	0.02	0.04	0	0	0	0	0	0	0	0	0	0
6q21	0	77684060	0.36 0.3 0.45 0.2 0.44	0.0 0.01 0.01 0.18 0.76	200220	200220	77583950	77784170	0.02	0.02	0	0	0	0	0	0	0	0	0	0
6q21	0	82268753	0.36 0.19 0.32 0.45 0.46	0.0 0.0 0.01 0.29 0.7	200220	200220	82168643	82368863	0.02	0.03	0	0	0	0	0	0	0	0	Breast cancer(rs4448140:1:0.04);Systolic blood pressure(rs9449350:0.84:0.22)	0
6q21	0	88167897	0.45 0.23 0.39 0.47 0.28	0.0 0.02 0.02 0.09 1.02	200220	200220	88067787	88268007	0.02	0.05	0	0	0	0	5	3	0	0	Appendicular lean mass(rs2223880:1:-0.02;rs2223880:1:-0.01);Eosinophil counts(rs2223880:1:0.01;rs2223880:1:0.01);Eosinophil percentage of granulocytes(rs202150775:0.62:0.03;rs2223880:1:0.02);Eosinophil percentage of white cells(rs202150775:0.62:0.03;rs2223880:1:0.02;rs2223880:1:0.02);Eosinophill percentage(rs2223880:1:0.03);Frequency of stair climbing in last 4 weeks(rs10677082:0.65:-0.02);Granulocyte count(rs2223880:1:-0.02);Granulocyte percentage of myeloid white cells(rs2223880:1:-0.03);Impedance of leg (left)(rs2223880:1:0.45);Impedance of leg (right)(rs2223880:1:0.46);Lymphocyte percentage of white cells(rs2223880:1:0.02);Lymphocyte percentage(rs2223880:1:0.13);Mean corpuscular volume(rs2223880:1:-0.01);Monocyte percentage of white cells(rs2223880:1:0.02;rs2223880:1:0.02);Monocyte percentage(rs2223880:1:0.04);Neutrophil count(rs2223880:1:-0.02;rs2223880:1:-0.02;rs2223880:1:-0.02);Neutrophil percentage of granulocytes(rs202150775:0.62:-0.03;rs2223880:1:-0.03);Neutrophil percentage of white cells(rs2223880:1:-0.03;rs2223880:1:-0.03);Neutrophill count(rs2223880:1:-0.03);Neutrophill percentage(rs2223880:1:-0.2);Sum basophil neutrophil counts(rs2223880:1:-0.02);Sum neutrophil eosinophil counts(rs2223880:1:-0.02);White blood cell count(rs2223880:1:-0.02;rs2223880:1:-0.01)	AKIRIN2(eqtl:0.3:rs2223880);C6orf163(eqtl:0.9:rs2223880);CFAP206(eqtl:0.1:rs2223880);GJB7(eqtl:0.3:rs2223880);ORC3(sqtl:0.4:rs2223880);RARS2(eqtl:0.5:rs2223880;sqtl:0.8:rs2223880);SLC35A1(eqtl:0.9:rs2223880);SMIM8(eqtl:0.9:rs2223880;sqtl:0.9:rs2223880);ZNF292(eqtl:0.6:rs2223880)
6q21	0	98463359	0.44 0.36 0.25 0.42 0.34	0.0 0.0 0.01 0.1 0.72	200220	200220	98363249	98563469	0.02	0.03	0	0	0	0	1	0	0	0	A levels/as levels or equivalent | qualifications(rs9388017:1:0.04);Average total household income before tax(rs9388017:1:0.02);Body fat percentage(rs9388017:1:-0.1);Cereal intake(rs9388017:1:0.02);Childhood sunburn occasions(rs9388017:1:0.01);Coffee consumption(rs12189679:0.74:NA);Cognitive performance(rs9388017:1:0.03);College or university degree | qualifications(rs9388017:1:0.05);Dried fruit intake(rs9388017:1:0.01);Fluid intelligence score(rs9388017:1:0.06);Frequency of friend/family visits(rs9388017:1:0.01);Intelligence(rs9388017:1:0.03);Job involves heavy manual or physical work(rs9388017:1:-0.02);Job involves mainly walking or standing(rs9388017:1:-0.02);Leg fat mass (left)(rs9388017:1:-0.02);Leg fat mass (right)(rs9388017:1:-0.02);Leg fat percentage (left)(rs9388017:1:-0.09);Leg fat percentage (right)(rs9388017:1:-0.1);Muesli | cereal type(rs9388017:1:0.04);None of the above | qualifications(rs9388017:1:-0.05);Number of days/week walked 10+ minutes(rs9388017:1:-0.03);Participation in an health questionnaire (not invited vs invited)(rs9388017:1:-0.01);Positional arithmetic | fi4 (rs9388017:1:0.07);Sodium in urine(rs9388017:1:-0.56);Time spend outdoors in summer(rs9388017:1:-0.02);Time spent outdoors in winter(rs9388017:1:-0.01);Time spent using computer(rs9388017:1:0.01);Time spent watching television (tv)(rs9388017:1:-0.01);Trunk fat percentage(rs9388017:1:-0.11);Wholemeal or wholegrain | bread type(rs9388017:1:0.03)	0
6q21	0	105232233	0.37 0.64 0.28 0.26 0.34	0.0 0.01 0.01 0.13 0.7	200220	200220	105132123	105332343	0.02	0.03	0	0	0	0	1	1	0	0	Neuroblastoma(rs4336470:0.85:NA);Weight(rs62419342:0.96:0.02)	HACE1(eqtl:0.8:rs9322817;sqtl:0.4:rs9322817)
6q21	0	122078648	0.43 0.24 0.29 0.46 0.31	0.0 0.01 0.01 0.36 0.72	200220	200220	121978538	122178758	0.02	0.02	0	0	0	4	0	0	0	0	0	0
6q21	0	122635743	0.39 0.54 0.18 0.42 0.28	0.0 0.0 0.02 0.09 0.74	200220	200220	122535633	122735853	0.02	0.04	0	0	0	0	1	0	0	0	Lymphocyte counts(rs9388054:1:-0.01);Monocyte count(rs9388054:1:-0.01);Neurofibrillary tangles (SNP x SNP interaction)(rs472070:0.84:NA);White blood cell count(rs9388054:1:-0.01)	HSF2(eqtl:0.9:rs9388054);PKIB(eqtl:0.5:rs9388054);SERINC1(eqtl:0.6:rs9388054);SMPDL3A(eqtl:0.5:rs9388054)
6q22.31-1	1	118850956	0.53 0.38 0.46 0.27 0.29	0.0 0.0 0.01 0.18 0.43	219046	219045	118748269	118967314	0.01	0.01	0	0	0	0	3	2	0	1	Diastolic blood pressure(rs11153730:0.71:-0.01);Electrocardiogram morphology (amplitude at temporal datapoints) [-10 ms](rs11153730:0.71:0.06);Electrocardiogram morphology (amplitude at temporal datapoints) [-16 ms](rs11153730:0.71:0.08);Electrocardiogram morphology (amplitude at temporal datapoints) [10 ms](rs11153730:0.71:0.07);Electrocardiogram morphology (amplitude at temporal datapoints) [100 ms](rs11153730:0.71:-0.05);Electrocardiogram morphology (amplitude at temporal datapoints) [104 ms](rs11153730:0.71:-0.05);Electrocardiogram morphology (amplitude at temporal datapoints) [108 ms](rs11153730:0.71:-0.05);Electrocardiogram morphology (amplitude at temporal datapoints) [112 ms](rs11153730:0.71:-0.04);Electrocardiogram morphology (amplitude at temporal datapoints) [114 ms](rs11153730:0.71:-0.05);Electrocardiogram morphology (amplitude at temporal datapoints) [118 ms](rs11153730:0.71:-0.05);Electrocardiogram morphology (amplitude at temporal datapoints) [12 ms](rs11153730:0.71:0.07);Electrocardiogram morphology (amplitude at temporal datapoints) [122 ms](rs11153730:0.71:-0.05);Electrocardiogram morphology (amplitude at temporal datapoints) [126 ms](rs11153730:0.71:-0.06);Electrocardiogram morphology (amplitude at temporal datapoints) [128 ms](rs11153730:0.71:-0.06);Electrocardiogram morphology (amplitude at temporal datapoints) [130 ms](rs11153730:0.71:-0.05);Electrocardiogram morphology (amplitude at temporal datapoints) [132 ms](rs11153730:0.71:-0.05);Electrocardiogram morphology (amplitude at temporal datapoints) [134 ms](rs11153730:0.71:-0.05);Electrocardiogram morphology (amplitude at temporal datapoints) [136 ms](rs11153730:0.71:-0.05);Electrocardiogram morphology (amplitude at temporal datapoints) [140 ms](rs11153730:0.71:-0.06);Electrocardiogram morphology (amplitude at temporal datapoints) [142 ms](rs11153730:0.71:-0.06);Electrocardiogram morphology (amplitude at temporal datapoints) [144 ms](rs11153730:0.71:-0.06);Electrocardiogram morphology (amplitude at temporal datapoints) [146 ms](rs11153730:0.71:-0.06);Electrocardiogram morphology (amplitude at temporal datapoints) [156 ms](rs11153730:0.71:-0.05);Electrocardiogram morphology (amplitude at temporal datapoints) [164 ms](rs11153730:0.71:-0.06);Electrocardiogram morphology (amplitude at temporal datapoints) [166 ms](rs11153730:0.71:-0.06);Electrocardiogram morphology (amplitude at temporal datapoints) [168 ms](rs11153730:0.71:-0.05);Electrocardiogram morphology (amplitude at temporal datapoints) [174 ms](rs11153730:0.71:-0.05);Electrocardiogram morphology (amplitude at temporal datapoints) [180 ms](rs11153730:0.71:-0.05);Electrocardiogram morphology (amplitude at temporal datapoints) [188 ms](rs11153730:0.71:-0.05);Electrocardiogram morphology (amplitude at temporal datapoints) [272 ms](rs11153730:0.71:0.05);Electrocardiogram morphology (amplitude at temporal datapoints) [274 ms](rs11153730:0.71:0.05);Electrocardiogram morphology (amplitude at temporal datapoints) [276 ms](rs11153730:0.71:0.05);Electrocardiogram morphology (amplitude at temporal datapoints) [278 ms](rs11153730:0.71:0.05);Electrocardiogram morphology (amplitude at temporal datapoints) [280 ms](rs11153730:0.71:0.06);Electrocardiogram morphology (amplitude at temporal datapoints) [282 ms](rs11153730:0.71:0.06);Electrocardiogram morphology (amplitude at temporal datapoints) [284 ms](rs11153730:0.71:0.06);Electrocardiogram morphology (amplitude at temporal datapoints) [296 ms](rs11153730:0.71:0.07);Electrocardiogram morphology (amplitude at temporal datapoints) [298 ms](rs11153730:0.71:0.08);Electrocardiogram morphology (amplitude at temporal datapoints) [304 ms](rs11153730:0.71:0.07);Electrocardiogram morphology (amplitude at temporal datapoints) [306 ms](rs11153730:0.71:0.08);Electrocardiogram morphology (amplitude at temporal datapoints) [312 ms](rs11153730:0.71:0.08);Electrocardiogram morphology (amplitude at temporal datapoints) [314 ms](rs11153730:0.71:0.08);Electrocardiogram morphology (amplitude at temporal datapoints) [318 ms](rs11153730:0.71:0.08);Electrocardiogram morphology (amplitude at temporal datapoints) [322 ms](rs11153730:0.71:0.07);Electrocardiogram morphology (amplitude at temporal datapoints) [324 ms](rs11153730:0.71:0.07);Electrocardiogram morphology (amplitude at temporal datapoints) [332 ms](rs11153730:0.71:0.07);Electrocardiogram morphology (amplitude at temporal datapoints) [334 ms](rs11153730:0.71:0.07);Electrocardiogram morphology (amplitude at temporal datapoints) [336 ms](rs11153730:0.71:0.07);Electrocardiogram morphology (amplitude at temporal datapoints) [342 ms](rs11153730:0.71:0.06);Electrocardiogram morphology (amplitude at temporal datapoints) [344 ms](rs11153730:0.71:0.06);Electrocardiogram morphology (amplitude at temporal datapoints) [346 ms](rs11153730:0.71:0.05);Electrocardiogram morphology (amplitude at temporal datapoints) [358 ms](rs11153730:0.71:0.04);Electrocardiogram morphology (amplitude at temporal datapoints) [360 ms](rs11153730:0.71:0.04);Electrocardiogram morphology (amplitude at temporal datapoints) [362 ms](rs11153730:0.71:0.04);Electrocardiogram morphology (amplitude at temporal datapoints) [366 ms](rs11153730:0.71:0.03);Electrocardiogram morphology (amplitude at temporal datapoints) [368 ms](rs11153730:0.71:0.03);Electrocardiogram morphology (amplitude at temporal datapoints) [68 ms](rs11153730:0.71:-0.04);Electrocardiogram morphology (amplitude at temporal datapoints) [72 ms](rs11153730:0.71:-0.04);Electrocardiogram morphology (amplitude at temporal datapoints) [76 ms](rs11153730:0.71:-0.04);Electrocardiogram morphology (amplitude at temporal datapoints) [82 ms](rs11153730:0.71:-0.05);Electrocardiogram morphology (amplitude at temporal datapoints) [84 ms](rs11153730:0.71:-0.05);Heart rate(rs11153730:0.67:-0.38);Myocardial fractal dimension (slice 8)(rs283046:0.69:0);PR interval(rs11153730:0.62:-1);QRS duration [EA](rs11153730:0.6:NA);QRS duration(rs11153730:0.71:0.58);QT interval(rs11153730:0.71:1.65;rs11153730:0.71:0.06)	CEP85L(eqtl:0.5:rs12207209);SLC35F1(eqtl:0.5:rs2356176;sqtl:0.8:rs2356176)
6q22.31-1	0	29115748	0.55 0.11 0.51 0.38 0.45	0.0 0.01 0.01 0.09 0.27	219046	219046	29006225	29225271	0.01	0.02	83	128	185	409	7	0	0	0	"""Ankylosing spondylitis, strict definition""(rs3130720:1:-0.48);""Disorders of sclera, cornea, iris and ciliary body""(rs3130720:1:-0.09);""Other predominantly sexually transmitted diseases, not elsewhere classified""(rs3130720:1:-0.14);""Reactive arthropathies, FINNGEN""(rs3130720:1:-0.22);""Rheumatoid arthritis , including avohilmo""(rs3130720:1:-0.11);""Type 1 diabetes, strict (exclude DM2)""(rs3130720:1:-0.26);""Type 1 diabetes, strict definition""(rs3130720:1:-0.27);""Type 1 diabetes, strict definition, subgroup 1""(rs3130720:1:-0.29);""Type 1 diabetes, wide definition""(rs3130720:1:-0.14);""Type 1 diabetes, wide definition, subgroup 1""(rs3130720:1:-0.2);""Type1 diabetes, definitions combined""(rs3130720:1:-0.26);Acute and subacute iridocyclitis(rs3130720:1:-0.21);Adventurousness(rs1884123:0.66:0.01);Alcohol consumption (drinks per week) (MTAG)(rs3117334:0.81:0.01);Ankylosing spondylitis(rs3130720:1:-0.43);Appendicular lean mass(rs3130720:1:0.01);Autoimmune diseases(rs3130720:1:-0.06);Background diabetic retinopathy(rs3130720:1:-0.2);Biological medication for rheuma(rs3130720:1:-0.19);Celiac disease(rs3130720:1:-0.51);Coeliac disease(rs3130720:1:-0.25);Comparative height size at age 10(rs3130720:1:0.01);Diabetes or endocrine disease(rs3130720:1:0);Diabetic background retinopathy(rs3130720:1:-0.19);Diabetic ketoacidosis(rs3130720:1:-0.17);Diabetic retinopathy (more control exclusions)(rs3130720:1:-0.07);Diabetic retinopathy(rs3130720:1:-0.07;rs3130720:1:-0.15);Diseases of the eye and adnexa(rs3130720:1:-0.04);Disorders of choroid and retina(rs3130720:1:-0.06);Disorders of iron metabolism(rs3130720:1:0.54);Eosinophil counts(rs3130720:1:0.01;rs3130720:1:0.01);FEV1(rs3130720:1:0.01);Finngen Rheumatological endpoints(rs3130720:1:-0.06);First line medication for Crohns disease(rs3130720:1:-0.05);Forced expiratory volume in 1-second (fev1)(rs3130720:1:0.01);Forced expiratory volume in 1-second (fev1), best measure(rs3130720:1:0.01);Forced vital capacity (fvc)(rs3130720:1:0.01);General risk tolerance (MTAG)(rs1233508:0.66:-0.01);Haematocrit percentage(rs3130720:1:0.05);Haemoglobin concentration(rs3130720:1:0.02);Height(rs3129109:0.61:0.03);Hematocrit(rs3130720:1:0.02;rs3130720:1:0.02);Hemoglobin concentration(rs3130720:1:0.02;rs3130720:1:0.02);Hemoglobin levels(rs209126:0.76:-0.02);Hemoglobin(rs3130720:1:0.02);High light scatter reticulocyte count(rs3130720:1:0.02);High light scatter reticulocyte percentage of red cells(rs3130720:1:0.01);Hypothyroidism or myxedema(rs3130720:1:0);Insulin product | treatment/medication code(rs3130720:1:-0.16);Interstitial lung disease endpoints(rs3130720:1:-0.06);Intestinal malabsorption (non-celiac)(rs3130720:1:-0.45);Iridocyclitis(rs3130720:1:-0.2);KELA_REIMBURSEMENT_202(rs3130720:1:-0.14);Liver iron content(rs3130720:1:0.04);Lymphocyte counts(rs3130720:1:0.03;rs3130720:1:0.03;rs3130720:1:0.02);Malabsorption/coeliac disease | non-cancer illness code, self-reported(rs3130720:1:-0.52);Mean corpuscular haemoglobin(rs3130720:1:0.04);Mean corpuscular hemoglobin concentration(rs3130720:1:0.01;rs3130720:1:0.01);Mean corpuscular hemoglobin(rs3130720:1:0.02;rs3130720:1:0.02;rs3130720:1:0.02);Mean corpuscular volume(rs9257573:0.96:NA;rs3130720:1:0.02;rs3130720:1:0.02;rs3130720:1:0.08);Mean reticulocyte volume(rs3130720:1:-0.02);Monocyte count(rs3130720:1:0.02;rs3130720:1:0.02);Neutrophil percentage of white cells(rs3130720:1:-0.01);Other diabetic retinopathy(rs3130720:1:-0.24);Other retinal disorders(rs3130720:1:-0.08);Other specified/unspecified inflammatory spondylopathies(rs3130720:1:-0.29);Platelet-to-lymphocyte ratio(rs9257774:0.66:NA;rs9257774:0.66:NA);Polyarthropathies(rs3130720:1:-0.08);Proliferative diabetic retinopathy(rs3130720:1:-0.24);Reactive arthropathies(rs3130720:1:-0.2);Red blood cell (erythrocyte) distribution width(rs3130720:1:-0.01);Red cell distribution width(rs3130720:1:-0.01;rs3130720:1:-0.01);Reticulocyte count(rs3130720:1:0.02);Reticulocyte fraction of red cells(rs3130720:1:0.02);Rheumatoid arthritis(rs3130720:1:-0.12);Risk taking(rs3130720:1:0.03);Second line medication for Crohns disease(rs3130720:1:-0.08);Spondyloarthritis(rs3130720:1:-0.25);Spondylopathies (FG)(rs3130720:1:-0.35);Spondylopathies(rs3130720:1:-0.07);Standing height(rs3130720:1:0.12);Started insulin within one year diagnosis of diabetes(rs3130720:1:-0.19);Thyroid problem (not cancer)(rs3130720:1:0);Trunk fat-free mass(rs3130720:1:0.04);Trunk predicted mass(rs3130720:1:0.04);Type 1 diabetes with coma(rs3130720:1:-0.29);Type 1 diabetes with ketoacidosis(rs3130720:1:-0.33);Type 1 diabetes with ophthalmic complications(rs3130720:1:-0.23);Type 1 diabetes with other specified/multiple/unspecified complications(rs3130720:1:-0.21);Type 1 diabetes without complications(rs3130720:1:-0.21);Type 1 diabetes(rs3130720:1:-0.33;rs3130720:1:-0.24;rs3130720:1:-0.1;rs3130720:1:-0.17;rs3130720:1:-0.14);Unspecified diabetic retinopathy(rs3130720:1:-0.18);Waist circumference adjusted for body mass index(rs2207699:0.63:NA);White blood cell (leukocyte) count(rs3130720:1:0.03);White blood cell count(rs3130720:1:0.02;rs3130720:1:0.02;rs3130720:1:0.02)"	HLA-A(eqtl:0.4:rs3130720);TRIM27(eqtl:0.9:rs3130720);ZFP57(eqtl:0.6:rs3130720);ZKSCAN3(eqtl:0.3:rs3130720);ZKSCAN4(eqtl:0.1:rs3130720);ZKSCAN8P1(sqtl:0.3:rs3130720);ZNF311(eqtl:0.3:rs3130720);ZSCAN23(eqtl:0.4:rs3130720);ZSCAN26(eqtl:0.8:rs3130720;sqtl:0.2:rs3130720);ZSCAN31(eqtl:0.8:rs3130720;sqtl:0.6:rs3130720);ZSCAN9(eqtl:0.9:rs3130720;sqtl:0.1:rs3130720)
6q22.31-1	0	44972209	0.54 0.34 0.33 0.28 0.52	0.0 0.0 0.01 0.05 0.61	219046	219046	44862686	45081732	0.01	0.02	0	0	0	0	1	1	0	0	"Appendicular lean mass(rs1159131:1:-0.02;rs1159131:1:-0.03;rs1159131:1:-0.02);Arm fat-free mass (left)(rs1159131:1:-0.01);Arm fat-free mass (right)(rs1159131:1:-0.01);Arm predicted mass (left)(rs1159131:1:-0.01);Arm predicted mass (right)(rs1159131:1:-0.01);Basal metabolic rate(rs1159131:1:-12.03);Cystatin C levels(rs2038555:0.7:0.01);Glaucoma (multi-trait analysis)(rs2145826:0.66:-0.07);Heel bone mineral density (bmd) (left)(rs1159131:1:0);Heel bone mineral density (bmd) (right)(rs1159131:1:0);Heel bone mineral density (bmd) t-score, automated (right)(rs1159131:1:-0.03);Heel bone mineral density (bmd) t-score, automated(rs149560189:0.69:-0.04;rs1159131:1:-0.03);Heel bone mineral density (bmd)(rs149560189:0.69:0;rs1159131:1:0);Heel bone mineral density T score(rs2038555:0.7:-0.03);Heel bone mineral density(rs764396:0.69:-0.03;rs1159131:1:-0.03;rs1159131:1:-0.03);Heel broadband ultrasound attenuation (right)(rs9717853:0.61:-0.57;rs1159131:1:-0.42);Heel broadband ultrasound attenuation, direct entry(rs149560189:0.69:-0.56;rs1159131:1:-0.46);Heel quantitative ultrasound index (qui), direct entry (right)(rs1159131:1:-0.55);Heel quantitative ultrasound index (qui), direct entry(rs149560189:0.69:-0.66;rs1159131:1:-0.59);Leg fat-free mass (left)(rs1159131:1:-0.02);Leg fat-free mass (right)(rs1159131:1:-0.02);Leg predicted mass (left)(rs1159131:1:-0.01);Leg predicted mass (right)(rs1159131:1:-0.02);Lymphocyte counts(rs9395049:0.64:-0.01;rs1159131:1:0.01);Osteoarthritis (hip)(rs1159131:1:0.07);Otosclerosis(rs1159131:1:0.2);Sitting height(rs1159131:1:-0.09);Standing height(rs1159131:1:-0.1);Trunk fat-free mass(rs1159131:1:-0.05);Trunk predicted mass(rs1159131:1:-0.05);Whole body fat-free mass(rs1159131:1:-0.1);Whole body water mass(rs1159131:1:-0.08)"	CAPN11(sqtl:0.1:rs1159131);RUNX2(eqtl:0.8:rs1159131;sqtl:0.7:rs1159131);SUPT3H(eqtl:1:rs1159131)
6q22.31-1	0	49172864	0.5 0.3 0.48 0.34 0.34	0.0 0.02 0.02 0.08 0.25	219046	219046	49063341	49282387	0.01	0.03	0	0	0	0	0	0	0	0	0	CENPQ(eqtl:0.9:rs990237;sqtl:0.4:rs990237);CRISP2(pqtl:0.5:rs990237);MMUT(eqtl:1:rs990237)
6q22.31-1	0	64362200	0.56 0.05 0.43 0.54 0.37	0.0 0.01 0.01 0.08 0.24	219046	219046	64252677	64471723	0.01	0.02	0	0	0	0	3	1	0	0	Schizophrenia vs Tourette's syndrome and other tic disorders (ordinary least squares (OLS))(rs1884117:0.99:NA);Weight(rs1889096:0.99:-0.02)	LGSN(eqtl:1:rs1212828);PHF3(eqtl:0.4:rs1212828);PTP4A1(eqtl:0.2:rs1212828;sqtl:0.2:rs1212828)
6q22.31-1	0	80816296	0.48 0.59 0.29 0.3 0.33	0.0 0.02 0.04 0.23 0.6	219046	219046	80706773	80925819	0.01	0.04	0	0	0	0	2	2	0	0	"Appendicular lean mass(rs9352808:0.66:-0.04;rs2298307:1:-0.03;rs2298307:1:-0.02;rs2298307:1:-0.02);Arm fat-free mass (left)(rs2298307:1:-0.01);Arm fat-free mass (right)(rs2298307:1:-0.01);Arm predicted mass (left)(rs2298307:1:-0.01);Arm predicted mass (right)(rs2298307:1:-0.01);Basal metabolic rate(rs755039791:0.89:-15.66;rs2298307:1:-14.89);Comparative height size at age 10(rs1359239:0.89:-0.01;rs2298307:1:-0.01);Diastolic blood pressure(rs7753695:0.8:0.1;rs9448894:0.98:0.01);Diastolic blood pressure, automated reading(rs4706113:0.99:0.13);Height(rs2322633:0.99:NA;rs3793000:0.67:-0.03);Joint mobility (Beighton score)(rs4706831:0.67:NA);Leg fat-free mass (left)(rs755039791:0.89:-0.02;rs2298307:1:-0.02);Leg fat-free mass (right)(rs755039791:0.89:-0.02;rs2298307:1:-0.02);Leg predicted mass (left)(rs755039791:0.89:-0.02;rs2298307:1:-0.02);Leg predicted mass (right)(rs755039791:0.89:-0.02;rs2298307:1:-0.02);Sitting height(rs2298307:1:-0.16);Spine bone size(rs9341808:0.91:-0.05);Standing height(rs2298307:1:-0.18);Trunk fat-free mass(rs755039791:0.89:-0.07;rs2298307:1:-0.07);Trunk predicted mass(rs755039791:0.89:-0.07;rs2298307:1:-0.06);Waist circumference adjusted for body mass index(rs10080237:0.75:-0.02);Weight(rs9343974:0.94:-0.18;rs9341808:0.91:-0.18);Whole body fat-free mass(rs2298307:1:-0.12);Whole body water mass(rs2298307:1:-0.09)"	BCKDHB(eqtl:0.8:rs2298307;sqtl:0.2:rs2298307);ELOVL4(eqtl:0.8:rs2298307)
